ID_ch_wc_cru;ID_iucn;species
1492;3394;Gerbilliscus kempi
1493;3395;Gerbilliscus nigricaudus
1494;3396;Tarsius bancanus
1495;3400;Gerbilliscus validus
1496;3408;Gerbilliscus guineae
1497;3411;Tatera indica
1498;3412;Taterillus congicus
1499;3417;Taterillus pygargus
1500;3418;Tetracerus quadricornis
1501;3420;Thalpomys cerradensis
1502;3421;Thalpomys lasiotis
1503;3443;Thrichomys apereoides
1504;3444;Thryonomys gregorianus
1505;3449;Tolypeutes matacus
1506;3450;Thyroptera discifera
1507;3451;Tolypeutes tricinctus
1508;3453;Thyroptera tricolor
1509;3454;Tonatia bidens
1510;3456;Trachops cirrhosus
1511;3459;Lophostoma schulzi
1512;3461;Trachypithecus phayrei
1513;3462;Trachypithecus cristatus
1514;3466;Tragelaphus strepsiceros
1515;3470;Triaenops persicus
1516;3471;Trichechus inunguis
1517;3474;Typhlomys cinereus
1518;3475;Trichys fasciculata
1519;3477;Trogopterus xanthipes
1520;3480;Tupaia longipes
1521;3481;Uroderma bilobatum
1522;3486;Tylomys nudicaudus
1523;3490;Tylonycteris pachypus
1524;3491;Tylonycteris robustula
1525;3492;Marmosa robinsoni
1526;3494;Panthera uncia
1527;3495;Uranomys ruddi
1528;3496;Urocyon cinereoargenteus
1529;3497;Uroderma magnirostrum
1530;3499;Uromys caudimaculatus
1531;3501;Marmosops noctivagus
1532;3503;Metachirus nudicaudatus
1533;3504;Marmosa demerarae
1534;3508;Vampyressa melissa
1535;3510;Ursus maritimus
1536;3511;Vampyressa pusilla
1537;3512;Vampyrum spectrum
1538;3515;Vernaya fulva
1539;3516;Vespertilio murinus
1540;3518;Vampyriscus bidens
1541;3519;Vampyriscus brocki
1542;3521;Vandeleuria oleracea
1543;3524;Vicugna vicugna
1544;3525;Vespertilio sinensis
1545;3530;Vulpes bengalensis
1546;3531;Vulpes cana
1547;3532;Vulpes corsac
1548;3533;Vulpes pallida
1549;3534;Vulpes velox
1550;3535;Vulpes chama
1551;3536;Vulpes ferrilata
1552;3537;Vulpes vulpes
1553;3538;Xenuromys barbatus
1554;3540;Miniopterus gleni
1555;3541;Mazama americana
1556;3542;Mazama gouazoubira
1557;3543;Wiedomys pyrrhorhinos
1558;3548;Zaedyus pichiy
1559;3553;Zygodontomys brevicauda
1560;3556;Zyzomys argurus
1561;3559;Atelerix algirus
1562;3563;Oligoryzomys stramineus
1563;3565;Proechimys gardneri
1564;3568;Crocidura suaveolens
1565;3573;Lasiurus atratus
1566;3577;Sorex alpinus
1567;3578;Sorex caecutiens
1568;3581;Sorex volnuchini
1569;3582;Suncus etruscus
1570;3584;Meles meles
1571;3587;Mustela erminea
1572;3588;Martes foina
1573;3589;Mustela eversmanii
1574;3590;Ovibos moschatus
1575;3591;Rousettus aegyptiacus
1576;3592;Damaliscus pygargus
1577;3593;Rangifer tarandus
1578;3595;Alouatta guariba
1579;3597;Lagothrix cana
1580;3598;Ornithorhynchus anatinus
1581;3599;Didelphis albiventris
1582;3600;Didelphis aurita
1583;3601;Didelphis marsupialis
1584;3602;Anathana ellioti
1585;3605;Sminthopsis hirtipes
1586;3606;Ovis dalli
1587;3607;Rupicapra rupicapra
1588;3608;Nycticebus coucang
1589;3609;Lonchorhina inusitata
1590;3611;Semnopithecus entellus
1591;3616;Myotis gomantongensis
1592;3617;Semnopithecus schistaceus
1593;3620;Glaucomys sabrinus
1594;3621;Nycticebus menagensis
1595;3622;Sminthopsis longicaudata
1596;3624;Sminthopsis macroura
1597;3626;Nycticebus bengalensis
1598;3627;Sminthopsis murina
1599;3632;Sminthopsis ooldea
1600;3636;Semnopithecus dussumieri
1601;3643;Isoodon macrourus
1602;3653;Lagothrix poeppigii
1603;3658;Callicebus nigrifrons
1604;3659;Alouatta palliata
1605;3661;Saguinus fuscicollis
1606;3665;Alouatta belzebul
1607;3667;Sapajus apella
1608;3678;Micronycteris brosseti
1609;3685;Miniopterus manavi
1610;3686;Didelphis virginiana
1611;3687;Lutreolina crassicaudata
1612;3688;Marmosa mexicana
1613;3689;Marmosa murina
1614;3690;Marmosa rubra
1615;3691;Marmosa regina
1616;3692;Monodelphis brevicaudata
1617;3693;Antechinus flavipes
1618;3694;Paraechinus aethiopicus
1619;3695;Monodelphis domestica
1620;3696;Philander andersoni
1621;3697;Philander opossum
1622;3699;Thylamys velutinus
1623;3702;Dasykaluta rosamondae
1624;3703;Ningaui ridei
1625;3706;Planigale gilesi
1626;3707;Planigale ingrami
1627;3708;Planigale maculata
1628;3709;Sminthopsis dolichura
1629;3710;Planigale tenuirostris
1630;3711;Pseudantechinus macdonnellensis
1631;3713;Pseudantechinus woolleyae
1632;3715;Sminthopsis crassicaudata
1633;3716;Sminthopsis youngsoni
1634;3717;Aepyprymnus rufescens
1635;3718;Abrocoma cinerea
1636;3720;Vombatus ursinus
1637;3722;Macropus agilis
1638;3723;Macropus antilopinus
1639;3724;Macropus dorsalis
1640;3725;Macropus fuliginosus
1641;3727;Galagoides thomasi
1642;3728;Macropus robustus
1643;3729;Macropus rufogriseus
1644;3730;Macropus parryi
1645;3731;Macropus rufus
1646;3732;Onychogalea unguifera
1647;3738;Cercartetus nanus
1648;3740;Petauroides volans
1649;3742;Pseudocheirus peregrinus
1650;3746;Acrobates pygmaeus
1651;3747;Trichosurus vulpecula
1652;3750;Elephantulus myurus
1653;3751;Elephantulus rozeti
1654;3753;Oreamnos americanus
1655;3760;Setifer setosus
1656;3761;Tenrec ecaudatus
1657;3763;Echinosorex gymnura
1658;3765;Paraechinus micropus
1659;3770;Crocidura attenuata
1660;3771;Crocidura batesi
1661;3774;Crocidura denti
1662;3778;Pseudochirulus canescens
1663;3783;Alouatta macconnelli
1664;3785;Papio anubis
1665;3786;Galagoides demidoff
1666;3787;Galagoides granti
1667;3789;Lepus capensis
1668;3796;Equus quagga
1669;3797;Lepus comus
1670;3802;Lepus europaeus
1671;3805;Ochotona alpina
1672;3806;Ochotona cansus
1673;3808;Ochotona collaris
1674;3809;Ochotona curzoniae
1675;3810;Ochotona dauurica
1676;3811;Ochotona erythrotis
1677;3812;Ochotona gloveri
1678;3813;Ochotona ladacensis
1679;3814;Ochotona macrotis
1680;3815;Ochotona princeps
1681;3816;Ochotona roylei
1682;3817;Ochotona rufescens
1683;3819;Ochotona thibetana
1684;3821;Lepus americanus
1685;3822;Lepus arcticus
1686;3824;Lepus californicus
1687;3825;Sylvilagus nuttallii
1688;3826;Lepus nigricollis
1689;3828;Lepus mandshuricus
1690;3829;Lepus oiostolus
1691;3830;Lepus peguensis
1692;3831;Lepus saxatilis
1693;3832;Lepus sinensis
1694;3835;Tachyglossus aculeatus
1695;3837;Pronolagus randensis
1696;3838;Lepus townsendii
1697;3839;Lepus habessinicus
1698;3840;Oryctolagus cuniculus
1699;3842;Pronolagus rupestris
1700;3843;Sylvilagus aquaticus
1701;3844;Sylvilagus audubonii
1702;3845;Sylvilagus brasiliensis
1703;3846;Sylvilagus floridanus
1704;3849;Sylvilagus bachmani
1705;3850;Sylvilagus palustris
1706;3852;Lepus granatensis
1707;3853;Lepus tibetanus
1708;3854;Lepus tolai
1709;3856;Crocidura gmelini
1710;3859;Crocidura monticola
1711;3863;Crocidura lamottei
1712;3873;Crocidura turba
1713;3876;Tupaia minor
1714;3884;Sorex asper
1715;3885;Tupaia tana
1716;3889;Sorex mirabilis
1717;3891;Sorex bedfordiae
1718;3893;Sorex camtschatica
1719;3896;Sorex fumeus
1720;3905;Episoriculus caudatus
1721;3909;Suncus lixus
1722;3910;Suncus madagascariensis
1723;3911;Suncus murinus
1724;3913;Scutisorex somereni
1725;3914;Suncus stoliczkanus
1726;3915;Suncus varilla
1727;3917;Sylvisorex johnstoni
1728;3919;Suncus megalura
1729;3921;Nectogale elegans
1730;3926;Mogera insularis
1731;3928;Mogera robusta
1732;3931;Parascaptor leucura
1733;3932;Scaptonyx fusicaudus
1734;3933;Talpa altaica
1735;3936;Talpa europaea
1736;3937;Talpa levantis
1737;3938;Talpa occidentalis
1738;3942;Uropsilus gracilis
1739;3944;Galeopterus variegatus
1740;3947;Tupaia belangeri
1741;3948;Tupaia dorsalis
1742;3952;Tupaia splendidula
1743;3953;Ochotona turuchanensis
1744;3954;Orycteropus afer
1745;3958;Antechinus swainsonii
1746;3960;Herpestes ichneumon
1747;3961;Herpestes naso
1748;3962;Herpestes semitorquatus
1749;3967;Callithrix jacchus
1750;3968;Melogale moschata
1751;3971;Macropus giganteus
1752;3972;Saimiri sciureus
1753;3974;Mellivora capensis
1754;3975;Conepatus chinga
1755;3976;Conepatus humboldtii
1756;3977;Conepatus leuconotus
1757;3978;Conepatus semistriatus
1758;3979;Mephitis macroura
1759;3980;Mephitis mephitis
1760;3981;Spilogale putorius
1761;3983;Galictis cuja
1762;3984;Galictis vittata
1763;3989;Callithrix penicillata
1764;3994;Aotus azarae
1765;3996;Saguinus mystax
1766;3997;Saguinus midas
1767;3998;Cormura brevirostris
1768;4002;Rhinolophus sinicus
1769;4003;Tonatia saurophila
1770;4004;Eptesicus gobiensis
1771;4005;Lasiurus xanthinus
1772;4006;Nycticeinops schlieffeni
1773;4009;Eira barbara
1774;4011;Pusa hispida
1775;4013;Martes flavigula
1776;4014;Cebuella pygmaea
1777;4015;Saimiri boliviensis
1778;4016;Bassariscus astutus
1779;4017;Saimiri ustus
1780;4018;Aotus nigriceps
1781;4019;Aotus trivirgatus
1782;4020;Alouatta caraya
1783;4022;Aotus vociferans
1784;4024;Ateles chamek
1785;4026;Callicebus pallescens
1786;4028;Callicebus cupreus
1787;4031;Procyon lotor
1788;4033;Callicebus moloch
1789;4034;Martes pennanti
1790;4038;Miopithecus ogouensis
1791;4040;Martes zibellina
1792;4041;Mustela altaica
1793;4042;Mustela frenata
1794;4043;Mustela kathiah
1795;4047;Mustela nudipes
1796;4052;Nandinia binotata
1797;4053;Atilax paludinosus
1798;4054;Mustela putorius
1799;4055;Callicebus lugens
1800;4056;Crossarchus alexandri
1801;4057;Crossarchus ansorgei
1802;4058;Crossarchus obscurus
1803;4061;Crossarchus platycephalus
1804;4062;Cynictis penicillata
1805;4063;Dologale dybowskii
1806;4064;Mustela sibirica
1807;4071;Vulpes macrotis
1808;4072;Vulpes zerda
1809;4074;Bdeogale crassicauda
1810;4075;Bdeogale nigripes
1811;4076;Herpestes pulverulentus
1812;4077;Helogale hirtula
1813;4078;Helogale parvula
1814;4079;Herpestes brachyurus
1815;4080;Herpestes edwardsii
1816;4081;Herpestes smithii
1817;4084;Ichneumia albicauda
1818;4085;Mungos mungo
1819;4086;Paracynictis selousi
1820;4087;Rhynchogale melleri
1821;4088;Suricata suricatta
1822;4089;Melogale personata
1823;4090;Ictonyx libycus
1824;4091;Ictonyx striatus
1825;4092;Lyncodon patagonicus
1826;4093;Martes americana
1827;4094;Mustela itatsi
1828;4096;Neovison vison
1829;4097;Poecilogale albinucha
1830;4098;Taxidea taxus
1831;4102;Potos flavus
1832;4103;Nasua narica
1833;4104;Nasua nasua
1834;4105;Procyon cancrivorus
1835;4106;Arctictis binturong
1836;4107;Hemigalus derbyanus
1837;4108;Arctogalidia trivirgata
1838;4109;Paguma larvata
1839;4110;Paradoxurus hermaphroditus
1840;4111;Civettictis civetta
1841;4112;Genetta angolensis
1842;4116;Genetta genetta
1843;4117;Genetta maculata
1844;4118;Poiana richardsonii
1845;4119;Prionodon linsang
1846;4120;Genetta servalina
1847;4121;Genetta thierryi
1848;4123;Genetta victoriae
1849;4124;Viverra tangalunga
1850;4125;Prionodon pardicolor
1851;4126;Viverra megaspila
1852;4127;Potamochoerus larvatus
1853;4131;Viverra zibetha
1854;4132;Viverricula indica
1855;4134;Physeter macrocephalus
1856;4136;Sus scrofa
1857;4137;Procavia capensis
1858;4139;Hylochoerus meinertzhageni
1859;4144;Potamochoerus porcus
1860;4145;Sus barbatus
1861;4147;Pecari tajacu
1862;4148;Tayassu pecari
1863;4151;Tragulus napu
1864;4153;Axis axis
1865;4155;Poliocitellus franklinii
1866;4157;Rusa unicolor
1867;4158;Muntiacus atherodes
1868;4159;Muntiacus muntjak
1869;4160;Muntiacus reevesi
1870;4161;Capreolus pygargus
1871;4162;Cynomys leucurus
1872;4164;Rhinosciurus laticaudatus
1873;4165;Urocitellus columbianus
1874;4167;Sciurus carolinensis
1875;4168;Urocitellus beldingi
1876;4170;Urocitellus elegans
1877;4172;Urocitellus mollis
1878;4173;Callospermophilus lateralis
1879;4178;Urocitellus richardsonii
1880;4180;Xerospermophilus spilosoma
1881;4181;Ictidomys tridecemlineatus
1882;4195;Microtus xanthognathus
1883;4199;Dipodomys microps
1884;4200;Dicrostonyx nelsoni
1885;4204;Microtus montanus
1886;4208;Synaptomys borealis
1887;4209;Elephantulus brachyrhynchus
1888;4212;Elephantulus intufi
1889;4213;Elephantulus rufescens
1890;4214;Petrodromus tetradactylus
1891;4217;Saguinus niger
1892;4218;Sapajus macrocephalus
1893;4220;Chiropotes chiropotes
1894;4222;Aonyx cinereus
1895;4223;Alouatta discolor
1896;4225;Tragelaphus derbianus
1897;4229;Miniopterus natalensis
1898;4230;Hipposideros gigas
1899;4232;Myotis punicus
1900;4235;Sauromys petrophilus
1901;4239;Epomophorus crypturus
1902;4240;Lissonycteris angolensis
1903;4252;Glauconycteris alboguttata
1904;4253;Glauconycteris argentata
1905;4254;Glauconycteris beatrix
1906;4256;Glauconycteris egeria
1907;4258;Glauconycteris humeralis
1908;4261;Glauconycteris poensis
1909;4263;Glauconycteris variegata
1910;4266;Pipistrellus crassulus
1911;4268;Pipistrellus anchietae
1912;4269;Pipistrellus musciculus
1913;4270;Hypsugo savii
1914;4271;Anomalurus beecrofti
1915;4279;Mastomys huberti
1916;4286;Neoromicia brunnea
1917;4287;Neoromicia capensis
1918;4289;Neoromicia guineensis
1919;4290;Neoromicia helios
1920;4291;Neoromicia melckorum
1921;4292;Neoromicia nana
1922;4293;Neoromicia rendalli
1923;4294;Neoromicia somalica
1924;4295;Neoromicia tenuipinnis
1925;4296;Neoromicia zuluensis
1926;4300;Acomys airensis
1927;4301;Aethomys ineptus
1928;4302;Arvicanthis ansorgei
1929;4303;Arvicanthis rufinus
1930;4304;Mastomys kollmannspergeri
1931;4306;Gerbillus campestris
1932;4339;Rhogeessa hussoni
1933;4343;Sapajus libidinosus
1934;4356;Akodon paranaensis
1935;4357;Spermophilus pallidicauda
1936;4364;Rhipidomys emiliae
1937;4378;Kerivoula kachinensis
1938;4390;Genetta pardina
1939;4395;Cynopterus luzoniensis
1940;4397;Centronycteris centralis
1941;4401;Philander frenatus
1942;4405;Sorex veraecrucis
1943;4413;Sorex antinorii
1944;4417;Kerivoula titania
1945;4427;Carollia sowelli
1946;4437;Hipposideros vittatus
1947;4440;Mus musculoides
1948;4442;Meles leucurus
1949;4446;Platyrrhinus albericoi
1950;4447;Myotis dinellii
1951;4448;Chlorocebus tantalus
1952;4449;Oxymycterus amazonicus
1953;4455;Sciurocheirus gabonensis
1954;4466;Plecotus macrobullaris
1955;4487;Hylopetes platyurus
1956;4490;Chlorocebus sabaeus
1957;4492;Chlorocebus pygerythrus
1958;4495;Cerradomys maracajuensis
1959;4500;Tragulus kanchil
1960;4504;Mazama temama
1961;4505;Chlorocebus cynosuros
1962;4506;Histiotus magellanicus
1963;4508;Mico melanurus
1964;4511;Marmosops bishopi
1965;4527;Platyrrhinus nigellus
1966;4543;Neacomys paracou
1967;4547;Dyacopterus brooksi
1968;4552;Natalus mexicanus
1969;4554;Blarinella griselda
1970;4555;Sapajus cay
1971;4557;Cerradomys scotti
1972;4566;Didelphis pernigra
1973;4576;Murina hilgendorfi
1974;4583;Cynopterus minutus
1975;4584;Micronycteris microtis
1976;4587;Myotis laniger
1977;4600;Sturnira oporaphilum
1978;4601;Natalus espiritosantensis
1979;4604;Myotis nipalensis
1980;4606;Crocidura vorax
1981;4614;Eliomys munbyanus
1982;4618;Plecotus kolombatovici
1983;4624;Alouatta arctoidea
1984;4630;Philander mcilhennyi
1985;4639;Steatomys opimus
1986;4659;Cryptonanus agricolai
1987;4663;Myotis macropus
1988;4665;Muntiacus vaginalis
1989;4667;Reithrodon typicus
1990;4668;Moschiola indica
1991;4670;Myotis aurascens
1992;4675;Pipistrellus alaschanicus
1993;4677;Mimon cozumelae
1994;4689;Crocidura foetida
1995;4691;Marmosops pinheiroi
1996;4699;Didelphis imperfecta
1997;4704;Plecotus ognevi
1998;4706;Neofelis diardi
1999;4709;Steatomys bocagei
2000;4712;Cercocebus agilis
2001;4716;Pseudantechinus roryi
2002;4721;Rhinolophus shortridgei
2003;4726;Spilogale angustifrons
2004;4732;Pipistrellus pygmaeus
2005;4742;Leptonycteris yerbabuenae
2006;4745;Myoprocta pratti
2007;4746;Myotis occultus
2008;4749;Thylamys karimii
2009;4753;Vampyressa thyone
2010;4761;Myotis alcathoe
2011;4764;Lasiurus varius
2012;4779;Coendou quichua
2013;4780;Phyllomys medius
2014;4785;Mazama nemorivaga
2015;4787;Pronolagus saundersiae
2016;4790;Sapajus nigritus
2017;4803;Crocidura indochinensis
2018;4810;Coendou melanurus
2019;4812;Pipistrellus hesperidus
2020;4847;Myotis melanorhinus
2021;4855;Spilogale gracilis
2022;4856;Mormopterus loriae
2023;4868;Eumops trumbulli
2024;4872;Eumops patagonicus
2025;4874;Nyctalus plancyi
2026;4878;Perodicticus ibeanus
2027;4881;Cercopithecus denti
2028;4884;Marmosa paraguayanus
2029;4885;Cryptonanus chacoensis
2030;4886;Papio kindae
2031;4887;Perodicticus edwardsi
2032;4896;Sotalia fluviatilis
2033;4902;Thylamys pulchellus
2034;4905;Thylamys pallidior
2035;4918;Cervus elaphus
2036;4919;Cervus canadensis
2037;4920;Alces alces
2038;4921;Macroscelides proboscideus
2039;4933;Maxomys tajuddinii
2040;4952;Phyllomys sulinus
2041;4953;Acomys spinosissimus
2042;4954;Lophuromys flavopunctatus
2043;4962;Bassaricyon alleni
2044;4966;Herpestes javanicus
2045;4967;Myonycteris torquata
2046;4968;Myonycteris leptodon
2047;4969;Monodelphis peruviana
2048;4970;Monodelphis adusta
2049;4977;Leopardus guttulus
2050;4978;Leopardus tigrinus
2051;4982;Felis silvestris
2052;4983;Pseudois nayaur
2053;4985;Ammotragus lervia
2054;4994;Arctonyx albogularis
2055;4995;Mustela nivalis
2056;4996;Herpestes auropunctatus
2057;4997;Arctonyx collaris
2058;5006;Eptesicus isabellinus
2059;5007;Epomophorus minor
2060;5009;Megaloglossus woermanni
2061;5010;Dermanura glauca
2062;5011;Dermanura phaeotis
2063;5012;Epomophorus labiatus
2064;5013;Ochotona mantchurica
2065;5015;Cynomops paranus
2066;5016;Cynomops milleri
2067;5018;Eumops bonariensis
2068;5019;Eumops glaucinus
2069;5021;Pteronotus mesoamericanus
2070;5022;Pteronotus rubiginosus
2071;5023;Peropteryx pallidoptera
2072;5025;Rhogeessa io
2073;5026;Vampyrodes caraccioli
2074;5027;Vampyrodes major
2075;5030;Galea leucoblephara
2076;5031;Cavia aperea
2077;5035;Sturnira ludovici
2078;5036;Platyrrhinus helleri
2079;5038;Platyrrhinus dorsalis
2080;5041;Ochotona hyperborea
2081;5044;Molossus currentium
2082;5046;Anoura caudifer
2083;5047;Anoura geoffroyi
2084;5048;Artibeus jamaicensis
2085;5050;Carollia castanea
2086;5054;Lophostoma silvicolum
2087;5057;Lasiurus blossevillii
2088;5058;Marmosops impavidus
2089;5059;Dasyprocta leporina
2090;5061;Dasyprocta punctata
2091;5062;Dasyprocta variegata
2092;5064;Perodicticus potto
2093;5065;Chaetophractus vellerosus
2094;5066;Papio cynocephalus
2095;5067;Isothrix bistriata
2096;5070;Thrichomys laurentius
2097;5078;Thomasomys aureus
2098;5081;Monodelphis americana
2099;5082;Monodelphis scalops
2100;5083;Monodelphis glirina
2101;5084;Dermanura watsoni
2102;5086;Lophostoma carrikeri
2103;5087;Ochotona pallasii
2104;5089;Coendou prehensilis
2105;5091;Balionycteris maculata
2106;5096;Echimys chrysurus
2107;5099;Scotorepens greyii
2108;5102;Nycticeius humeralis
2109;5103;Acinonyx jubatus
2110;5107;Balantiopteryx plicata
2111;5109;Blastocerus dichotomus
2112;5114;Acomys russatus
2113;5121;Aepyceros melampus
2114;5123;Aeromys tephromelas
2115;5128;Cuniculus paca
2116;5129;Histiotus alienus
2117;5130;Cuniculus taczanowskii
2118;5137;Histiotus macrotus
2119;5144;Thaptomys nigrita
2120;5145;Abrothrix olivaceus
2121;5148;Akodon toba
2122;5157;Alcelaphus buselaphus
2123;5158;Histiotus montanus
2124;5160;Histiotus velatus
2125;5163;Allactaga euphratica
2126;5164;Allenopithecus nigroviridis
2127;5168;Vulpes lagopus
2128;5179;Mops spurrelli
2129;5185;Anomalurus pusillus
2130;5189;Anoura cultrata
2131;5190;Antilope cervicapra
2132;5192;Anoura latidens
2133;5194;Antechinomys laniger
2134;5198;Antrozous pallidus
2135;5199;Aonyx capensis
2136;5200;Aonyx congicus
2137;5204;Aselliscus stoliczkanus
2138;5207;Apodemus speciosus
2139;5220;Arctocebus aureus
2140;5229;Dermanura cinerea
2141;5230;Artibeus concolor
2142;5231;Artibeus fimbriatus
2143;5233;Dermanura gnoma
2144;5234;Enchisthenes hartii
2145;5236;Petaurista philippensis
2146;5238;Artibeus amplus
2147;5239;Dermanura anderseni
2148;5240;Dermanura azteca
2149;5242;Artibeus lituratus
2150;5243;Artibeus obscurus
2151;5244;Artibeus planirostris
2152;5246;Dermanura tolteca
2153;5248;Arvicola sapidus
2154;5250;Asellia tridens
2155;5253;Dasycercus blythi
2156;5256;Ateles geoffroyi
2157;5259;Ateles belzebuth
2158;5260;Ateles marginatus
2159;5263;Ateles paniscus
2160;5264;Atherurus macrourus
2161;5269;Balaenoptera musculus
2162;5271;Balaenoptera bonaerensis
2163;5279;Balaenoptera acutorostrata
2164;5280;Barbastella barbastellus
2165;5283;Barbastella leucomelas
2166;5289;Bassariscus sumichrasti
2167;5292;Vulpes rueppellii
2168;5295;Budorcas taxicolor
2169;5296;Vormela peregusna
2170;5298;Bos gaurus
2171;5300;Belomys pearsonii
2172;5314;Blanfordimys afghanus
2173;5319;Brachylagus idahoensis
2174;5320;Bos mutus
2175;5327;Bradypus tridactylus
2176;5328;Bradypus variegatus
2177;5336;Graphiurus microtis
2178;5343;Callosciurus prevostii
2179;5344;Cabassous chacoensis
2180;5345;Cabassous tatouay
2181;5346;Cabassous unicinctus
2182;5350;Callosciurus caniceps
2183;5351;Cabassous centralis
2184;5354;Callosciurus erythraeus
2185;5355;Callosciurus finlaysonii
2186;5361;Callimico goeldii
2187;5371;Callosciurus nigrovittatus
2188;5376;Callosciurus pygerythrus
2189;5377;Caluromys philander
2190;5380;Caluromys derbianus
2191;5382;Caluromys lanatus
2192;5384;Canis aureus
2193;5386;Canis adustus
2194;5387;Canis mesomelas
2195;5388;Canis latrans
2196;5389;Canis lupus
2197;5393;Leptailurus serval
2198;5394;Capra aegagrus
2199;5400;Capricornis milneedwardsii
2200;5402;Capricornis thar
2201;5405;Caracal caracal
2202;5407;Cardiocranius paradoxus
2203;5408;Cardioderma cor
2204;5409;Carollia perspicillata
2205;5410;Centurio senex
2206;5412;Carollia brevicauda
2207;5417;Euoticus elegantulus
2208;5418;Casinycteris argynnis
2209;5419;Castor canadensis
2210;5423;Euphractus sexcinctus
2211;5425;Centronycteris maximiliani
2212;5426;Cavia fulgida
2213;5428;Cavia tschudii
;5429;Sapajus xanthosternos
